Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-03-02,25.266739197979792,25.407562842301562,24.431679924534613,24.4588565826416,75433200,0.0,0.0
2017-03-03,24.352615619840744,24.402026686298715,23.77202710685845,24.31802749633789,86469200,0.0,0.0
2017-03-06,23.954850636212658,24.236497865608882,23.51261461130527,24.13026237487793,88356800,0.0,0.0
2017-03-07,24.130265783284504,24.589795935084233,24.00179585967599,24.39461898803711,60340000,0.0,0.0
2017-03-08,24.878851685909048,25.02708866021281,24.327910924767114,24.35014533996582,63871200,0.0,0.0
2017-03-09,24.189560638990777,24.5700300454378,24.063559953269877,24.34520721435547,47806000,0.0,0.0
2017-03-10,24.60955711905387,24.728144431586696,24.30567359647974,24.48849868774414,49974000,0.0,0.0
2017-03-13,24.592265521178035,25.261795523534154,24.584854049016148,25.16297149658203,77413600,0.0,0.0
2017-03-14,25.291447267971005,25.385329071614066,24.822034479932025,25.145681381225586,52201600,0.0,0.0
2017-03-15,25.261796118628414,25.444619347604124,24.784971920895003,25.335914611816406,61503600,0.0,0.0
2017-03-16,25.44215340233617,25.652153313633363,25.301329755004,25.6472110748291,52310000,0.0,0.0
2017-03-17,25.82261829568326,26.217914394122126,25.647206547333973,26.2055606842041,111968800,0.0,0.0
2017-03-20,26.380975245315213,27.080153079204884,26.220386423816244,27.04062271118164,74856800,0.0,0.0
2017-03-21,26.867683717233078,27.166625075391728,26.086975864921786,26.16603660583496,91348400,0.0,0.0
2017-03-22,26.054855842850312,26.746622166635838,26.015327361871716,26.69968032836914,61676400,0.0,0.0
2017-03-23,26.62062526270794,26.8207425849449,26.361212383213328,26.457565307617188,53394000,0.0,0.0
2017-03-24,26.922035636359187,27.001094488255806,26.292034055527733,26.55144691467285,43950000,0.0,0.0
2017-03-27,26.084502753319583,26.783680526324062,25.590384505527563,26.744150161743164,50664400,0.0,0.0
2017-03-28,26.756508780025275,26.902272785104838,26.502036252407127,26.605802536010742,43244400,0.0,0.0
2017-03-29,26.67991406266402,26.803443623690224,26.497090840120467,26.519325256347656,34999200,0.0,0.0
2017-03-30,26.590976857642257,27.176507748612433,26.534154306082137,27.02827262878418,52553200,0.0,0.0
2017-03-31,26.931910793369532,27.149322104836575,26.7812046040296,26.912145614624023,44080800,0.0,0.0
2017-04-03,26.91709546975237,27.090038017464988,26.539095246122226,26.77627182006836,44523200,0.0,0.0
2017-04-04,25.545918207993477,25.797917728609352,24.789915876322137,24.898622512817383,127128000,0.0,0.0
2017-04-05,24.710856288468147,25.291446820861683,24.5823863549692,24.713327407836914,74704800,0.0,0.0
2017-04-06,24.76520496348063,25.01473519542751,24.313088219147826,24.8936767578125,63512000,0.0,0.0
2017-04-07,24.957910759851018,25.13332438876058,24.636735043975715,24.78744125366211,42906800,0.0,0.0
2017-04-10,24.794858207920004,24.861563353802154,24.112974377656933,24.15497398376465,75633200,0.0,0.0
2017-04-11,23.85355335009289,24.434141772705726,23.804140406414756,24.241436004638672,61814800,0.0,0.0
2017-04-12,24.241443803159335,24.384736673645854,23.989442421609173,24.041324615478516,41409200,0.0,0.0
2017-04-13,23.799205445321828,24.01661679201882,23.5916748046875,23.5916748046875,50689200,0.0,0.0
2017-04-17,23.72014585666453,24.51814573239537,23.66826366936503,24.515676498413086,49729200,0.0,0.0
2017-04-18,24.372384619996794,24.59226710454378,24.112971768159195,24.530502319335938,37011600,0.0,0.0
2017-04-19,24.705916615340975,24.94803542753253,24.56015261206815,24.62685775756836,38082800,0.0,0.0
2017-04-20,24.77261820286613,25.06414805245256,24.560149084609044,25.017208099365234,40401600,0.0,0.0
2017-04-21,24.91344671117278,25.148154062222428,24.794859360776957,25.1209774017334,34189600,0.0,0.0
2017-04-24,25.437211185932625,25.565683006190934,25.2272112744505,25.43474006652832,37182000,0.0,0.0
2017-04-25,25.58050577374417,26.022741898428112,25.365563624957908,25.876976013183594,38844000,0.0,0.0
2017-04-26,26.0128590521677,26.03756459106147,25.67932956482229,25.699092864990234,32700400,0.0,0.0
2017-04-27,25.773210985405704,26.183330087641608,25.592856972816136,26.099328994750977,31970000,0.0,0.0
2017-04-28,26.03014873891608,26.09932499014606,25.711442251539545,25.768266677856445,34824800,0.0,0.0
2017-05-01,25.876971349849985,26.398266236768446,25.805323979832927,26.346384048461914,30773200,0.0,0.0
2017-05-02,26.077093818345404,26.089445644795052,25.338385608887812,25.56568145751953,62997200,0.0,0.0
2017-05-03,25.496499955623992,25.85226568497597,25.34826486336449,25.75591278076172,33690400,0.0,0.0
2017-05-04,25.817678038370605,25.92885388839899,25.57803039039989,25.657089233398438,20978800,0.0,0.0
2017-05-05,25.54097194655325,25.731208530458755,25.38532537464911,25.659561157226562,22842800,0.0,0.0
2017-05-08,25.77814918415305,25.792974013960176,25.276619442797674,25.39026641845703,36524000,0.0,0.0
2017-05-09,25.447091087734925,25.923915297105452,25.363091885989302,25.432268142700195,84767200,0.0,0.0
2017-05-10,28.236387378928175,30.096742272548585,28.169680360202996,29.965801239013672,212909600,0.0,0.0
2017-05-11,29.65945048810589,32.223921795849584,29.62486235932548,31.252981185913086,193979200,0.0,0.0
2017-05-12,31.28509476074935,32.01886251192145,31.07509489194928,31.596389770507812,96262000,0.0,0.0
2017-05-15,32.008986895322856,33.20722543140695,31.96451805224704,33.182518005371094,108754000,0.0,0.0
2017-05-16,33.69392583644522,33.95580791480971,32.94780619765005,33.8001594543457,112070000,0.0,0.0
2017-05-17,33.13063229314527,33.31839588303918,31.512394166748354,31.554393768310547,127136800,0.0,0.0
2017-05-18,31.994164204375796,32.96510498422861,31.388869959879425,32.87616729736328,115603200,0.0,0.0
2017-05-19,33.890164150537146,34.18447472806078,33.44251681112783,33.63542556762695,101837200,0.035,0.0
2017-05-22,34.073189009743444,34.496102998616486,33.96436788841188,34.352657318115234,83660800,0.0,0.0
2017-05-23,34.55050550064344,34.572763331962356,33.563703907574244,33.89016342163086,68124800,0.0,0.0
2017-05-24,34.86213880699115,34.88934408766848,34.14985783928923,34.27104568481445,81599600,0.0,0.0
2017-05-25,34.62470727591315,34.632126554140214,33.74425103756119,34.19437026977539,60822800,0.0,0.0
2017-05-26,34.11275717033013,35.93055595756734,33.909957259542395,35.079776763916016,77914000,0.0,0.0
2017-05-30,35.53978798204902,36.18034415934713,35.37903192247164,35.82915115356445,98965200,0.0,0.0
2017-05-31,36.279272582540415,36.35594096989447,35.13171105934038,35.70054626464844,88731600,0.0,0.0
2017-06-01,35.85883440340977,35.868725517075205,35.247955298687,35.70302200317383,50334000,0.0,0.0
2017-06-02,35.6733450570545,35.93550296905723,35.46559393115967,35.52495193481445,48745600,0.0,0.0
2017-06-05,35.361716060264754,36.734339069876874,35.24547567551784,36.60573196411133,81737600,0.0,0.0
2017-06-06,36.55873748546359,37.02122332771098,36.30647076524106,36.44002151489258,75872800,0.0,0.0
2017-06-07,36.684868456957965,37.06821408737455,36.52905610633491,36.8802490234375,61261200,0.0,0.0
2017-06-08,37.95362709441066,39.571093896980564,37.54060048092257,39.55625534057617,116174400,0.0,0.0
2017-06-09,40.74339261001698,41.6733120424276,35.30483854039489,36.99897766113281,369292800,0.0,0.0
2017-06-12,36.07894192390697,37.51833833669785,35.14654707439853,37.090476989746094,169753200,0.0,0.0
2017-06-13,38.18609930532631,38.27761001465001,36.02205537961464,37.44414138793945,167250400,0.0,0.0
2017-06-14,37.47382180632198,38.1020111747874,36.726916455415115,37.523284912109375,118464000,0.0,0.0
2017-06-15,36.34605657889293,37.98825705844151,36.232288007274384,37.684051513671875,96382400,0.0,0.0
2017-06-16,37.78050194800852,38.26030208320301,37.15725991302841,37.498558044433594,92496000,0.0,0.0
2017-06-19,37.94126363761367,38.960218185526905,37.90416346961667,38.90828323364258,77817600,0.0,0.0
2017-06-20,39.33119478214175,40.00143186157445,38.80935081790109,38.85139465332031,109544400,0.0,0.0
2017-06-21,39.12839288803856,39.47711027550746,38.50761895406224,39.44001388549805,68265200,0.0,0.0
2017-06-22,39.521633574346446,39.65518436520742,38.928064859713366,39.167964935302734,46913200,0.0,0.0
2017-06-23,39.24463599841541,39.40292401877664,37.8942743454072,38.04513931274414,108858800,0.0,0.0
2017-06-26,38.37406846178286,38.73020890369723,36.68487697123768,37.629634857177734,106396000,0.0,0.0
2017-06-27,37.454047533795595,37.540607052571715,36.19519279454028,36.2520751953125,99949200,0.0,0.0
2017-06-28,36.92972415274153,37.577699589477064,36.04679233356205,37.53070831298828,99494800,0.0,0.0
2017-06-29,37.24629727912526,37.27597439483359,35.63377398861274,36.27680206298828,106442400,0.0,0.0
2017-06-30,36.44992961079066,36.58595224395888,35.49032925672301,35.75248718261719,73106000,0.0,0.0
2017-07-03,35.873674319950226,36.02206367331682,34.273517741129865,34.459007263183594,70907200,0.0,0.0
2017-07-05,35.09461641542579,35.66839915416101,34.904183221336865,35.37903594970703,82018800,0.0,0.0
2017-07-06,35.08719020043701,35.95528341599076,34.56534629202431,35.485374450683594,74628400,0.0,0.0
2017-07-07,36.05420560733214,36.47959508582965,35.824200480245445,36.29657745361328,65497200,0.0,0.0
2017-07-10,37.03359523531366,38.08717414865238,36.77143359391455,38.012977600097656,95849200,0.0,0.0
2017-07-11,38.05008509734351,38.62881149482122,37.62963916573569,38.55214309692383,75795600,0.0,0.0
2017-07-12,39.15065543626641,40.313055673314864,38.720318391371954,40.19186782836914,114520800,0.0,0.0
2017-07-13,40.3130553076228,41.12920994284266,39.26194803733202,39.72690963745117,136913200,0.0,0.0
2017-07-14,39.89014023170185,40.810168606262565,39.82089110878172,40.79533004760742,94194800,0.0,0.0
2017-07-17,41.13663239822875,41.425995616245125,40.00390919956806,40.62220764160156,93079200,0.0,0.0
2017-07-18,40.01132713132204,41.19104157564964,39.8926148911124,41.04512405395508,77664000,0.0,0.0
2017-07-19,41.136622049410605,41.40125175365457,40.71123252640407,40.832420349121094,68704400,0.0,0.0
2017-07-20,41.03768653122902,41.428451448505214,40.53810430017592,41.42597961425781,69959600,0.0,0.0
2017-07-21,41.22071037930521,41.8711613948544,41.07726472165819,41.574378967285156,64833200,0.0,0.0
2017-07-24,41.64610639874709,41.742560797082,40.985764168024374,41.09210968017578,65252400,0.0,0.0
2017-07-25,40.86210005654475,41.03769466774403,40.45649650577992,40.89425277709961,49655600,0.0,0.0
2017-07-26,41.470500397618835,42.02696884925493,41.01790937789285,41.36662673950195,64040400,0.0,0.0
2017-07-27,41.6164214947782,41.73266187278502,38.96763001501744,40.001426696777344,78285600,0.0,0.0
2017-07-28,39.64281521907083,40.901673523655695,39.393024045049756,40.65682601928711,51334800,0.0,0.0
2017-07-31,40.792855835442325,41.153939987657836,39.72443438899841,40.19186782836914,55967200,0.0,0.0
2017-08-01,40.09788294982263,40.69886709185624,39.81841090788632,40.681556701660156,43138400,0.0,0.0
2017-08-02,40.99318047154382,41.03275247152547,39.88519088861318,40.65682601928711,47844400,0.0,0.0
2017-08-03,40.65186230687765,41.21080620499534,40.481211427321085,41.1737060546875,44242000,0.0,0.0
2017-08-04,41.401254623404974,42.06160056008343,41.173721291061334,41.35426712036133,58909600,0.0,0.0
2017-08-07,41.646102068323295,42.630431950747244,41.54964768001785,42.62548828125,71741200,0.0,0.0
2017-08-08,43.00636781514307,43.17207135065559,41.7252552090339,42.118492126464844,75533600,0.0,0.0
2017-08-09,41.655998194917885,42.590868852131386,41.46803683897432,42.56613540649414,53078400,0.0,0.0
2017-08-10,42.5784981660475,42.702157835135374,40.64198729527615,40.74338912963867,132808800,0.0,0.0
2017-08-11,38.86376881527901,39.32378303188682,37.817608851659166,38.57193374633789,149719600,0.0,0.0
2017-08-14,39.489488925205805,41.68568644820296,39.37324850300607,41.64858627319336,127902000,0.0,0.0
2017-08-15,41.70050638285772,41.962664231134475,40.95360105705177,41.2973747253418,76453200,0.0,0.0
2017-08-16,41.448243521574526,41.68319611848315,40.5207960807826,40.844783782958984,59663200,0.0,0.0
2017-08-17,40.76070382148745,40.93135478664061,39.91240021346339,39.93465805053711,52544400,0.0,0.0
2017-08-18,40.47876020845591,40.64941117492138,39.482063464687755,39.94207763671875,60120400,0.0,0.0
2017-08-21,40.186915907378044,40.3006806762771,38.920638478192224,39.36086654663086,62367200,0.0,0.0
2017-08-22,39.727230098298904,40.2965624002935,39.53415146460892,40.23715591430664,45045600,0.035,0.0
2017-08-23,39.90297677909334,41.153039795988704,39.81634106684514,41.041648864746094,57952000,0.0,0.0
2017-08-24,41.36346001846917,41.408014893252854,40.62579657870111,40.890663146972656,46970000,0.0,0.0
2017-08-25,41.13323705039286,41.234728161970814,40.484691094963665,40.549049377441406,35720000,0.0,0.0
2017-08-28,40.739657578637626,40.86837793204504,40.18269908713129,40.83619689941406,38949600,0.0,0.0
2017-08-29,40.24705239104438,40.987189610082126,40.165364702485746,40.76935577392578,32409600,0.0,0.0
2017-08-30,40.96739276390026,41.12334235590844,40.66292316832315,41.01194763183594,38440000,0.0,0.0
2017-08-31,41.214924541308775,41.98229101358501,41.14066266058589,41.942684173583984,61268400,0.0,0.0
2017-09-01,42.06891742435905,42.55161387664752,41.98228173026976,42.19516372680664,44543200,0.0,0.0
2017-09-05,41.68030281140662,41.72980948157148,40.487172041714246,41.068885803222656,69536400,0.0,0.0
2017-09-06,41.398104608786106,41.53672477591039,40.69509639718737,41.044124603271484,39767200,0.0,0.0
2017-09-07,41.21244852215189,41.558998912484824,40.831239315669684,41.23472595214844,35286800,0.0,0.0
2017-09-08,41.11838359687879,41.26690735242736,40.276759054412935,40.519344329833984,49885600,0.0,0.0
2017-09-11,40.97728323338473,41.94020224529864,40.922828555153956,41.833763122558594,56744400,0.0,0.0
2017-09-12,42.08130340879781,42.08130340879781,41.331266361975,41.984764099121094,41148800,0.0,0.0
2017-09-13,41.732270249042166,42.462503789300115,41.407997318688395,42.17288589477539,58096000,0.0,0.0
2017-09-14,41.781783444634485,42.71499932450176,41.5367241447337,41.93278121948242,51371200,0.0,0.0
2017-09-15,42.7892567495938,44.583900451660156,42.7372723045685,44.583900451660156,136479200,0.0,0.0
2017-09-18,45.829021346437514,47.329095659863704,45.759711256366884,46.42558670043945,168446000,0.0,0.0
2017-09-19,45.92060084704106,46.99491460966323,45.70029300414125,46.37607192993164,87428000,0.0,0.0
2017-09-20,46.41320126674883,46.888471994466414,45.59880595711931,46.002288818359375,72492000,0.0,0.0
2017-09-21,44.96264590332883,45.22503466706805,43.96507153252259,44.74481201171875,107560000,0.0,0.0
2017-09-22,44.63093054035773,45.128478647416514,44.21011831389295,44.30913162231445,49123200,0.0,0.0
2017-09-25,43.99971354635139,44.012091155092804,42.120908119150016,42.32883834838867,87458000,0.0,0.0
2017-09-26,43.677921736036225,44.22992842656463,42.16794765094368,42.56648254394531,112562000,0.0,0.0
2017-09-27,43.47245796670228,43.63335932455587,42.76202780176963,43.49968719482422,71372000,0.0,0.0
2017-09-28,43.57147779453924,43.61108085665407,43.01204157747185,43.48731231689453,43524400,0.0,0.0
2017-09-29,44.32893696424825,44.4898345416985,43.87594369317484,44.252201080322266,61909200,0.0,0.0
2017-10-02,44.754699064442406,45.046790968266755,43.81405752597574,44.30913162231445,50348000,0.0,0.0
2017-10-03,44.37102307644145,44.70024785712451,43.95763659224683,44.400726318359375,39033200,0.0,0.0
2017-10-04,44.462604742343665,44.994811678442154,44.096250957449094,44.77202606201172,42784800,0.0,0.0
2017-10-05,45.01709080054585,45.051745838567804,44.447754795514406,44.747276306152344,43736400,0.0,0.0
2017-10-06,44.470036724286466,45.01214355592783,44.30913912657279,44.878475189208984,31880000,0.0,0.0
2017-10-09,45.24730925406595,46.222606127396524,45.05918239950467,45.890907287597656,56349200,0.0,0.0
2017-10-10,47.38601640166489,47.76227378107891,46.353787340447596,46.767173767089844,97487600,0.0,0.0
2017-10-11,46.93302978028203,47.279580165939926,46.47261068098457,47.26472854614258,52950800,0.0,0.0
2017-10-12,47.29938780284469,47.796935996006624,47.01471788191705,47.287010192871094,52829200,0.0,0.0
2017-10-13,47.91080269168745,48.269730703030355,47.44047997241391,48.16823959350586,62872800,0.0,0.0
2017-10-16,48.46775898613442,49.024717392769254,47.834064692257336,48.99501037597656,57664000,0.0,0.0
2017-10-17,48.78708694607617,49.23512850020919,48.603911906376,48.950462341308594,47859600,0.0,0.0
2017-10-18,49.03957295635175,49.04699876686812,47.85387195947097,48.90837860107422,56731600,0.0,0.0
2017-10-19,48.13111619460113,49.01234770043187,47.638515986738874,48.96284103393555,57077200,0.0,0.0
2017-10-20,49.133641956798314,49.405930509495306,48.65094157420923,48.740055084228516,45162000,0.0,0.0
2017-10-23,48.957893643811644,49.22276018795425,48.467771180254395,48.67074966430664,42869600,0.0,0.0
2017-10-24,48.762329580105195,49.19799347070033,48.502414896912256,49.1806640625,40724400,0.0,0.0
2017-10-25,48.78461822161953,49.31434753077589,47.321672871174805,47.93804168701172,82816000,0.0,0.0
2017-10-26,48.21527303085734,48.55687541624453,47.975161756652746,48.44053268432617,32274400,0.0,0.0
2017-10-27,48.962830807239996,49.97030466877628,48.70291614102611,49.967830657958984,57219200,0.0,0.0
2017-10-30,49.967824520503015,51.01490508919945,49.809400973993114,50.45794677734375,50405600,0.0,0.0
2017-10-31,50.77728146377728,51.460482431827515,50.72034521693608,51.19314193725586,41190800,0.0,0.0
2017-11-01,51.82189130545597,51.97536309258798,50.64609012788542,51.2896842956543,50257600,0.0,0.0
2017-11-02,50.992631006712564,51.44067245151073,50.41091744311987,50.977779388427734,34230800,0.0,0.0
2017-11-03,51.28968809367693,51.65851974487304,50.82926892107042,51.65851974487305,35364000,0.0,0.0
2017-11-06,51.28968393073034,51.97783673390615,51.16591538660352,51.89120101928711,38994400,0.0,0.0
2017-11-07,52.11892910417073,52.700638932983445,51.99763458415786,52.48528289794922,42770000,0.0,0.0
2017-11-08,52.44072418950922,52.477853235197344,51.29957826760262,51.77484893798828,52298800,0.0,0.0
2017-11-09,50.81193269447426,51.07432137027943,49.598998850182106,50.824310302734375,97856400,0.0,0.0
2017-11-10,52.74520358244232,54.12893500882425,52.38627555742009,53.50266647338867,125325600,0.0,0.0
2017-11-13,53.502665765189,53.757628662306104,52.480336388499374,52.633811950683594,58237600,0.0,0.0
2017-11-14,52.72539464966338,53.17096212043581,52.287252988644155,53.017486572265625,52929200,0.0,0.0
2017-11-15,52.46547342228419,52.47785102936514,51.4381962455272,51.97782516479492,50194800,0.0,0.0
2017-11-16,52.720449379176834,53.02244493692346,52.29221126287696,52.381324768066406,44176800,0.0,0.0
2017-11-17,52.95312941271406,53.30710938592211,52.16843735626753,52.319435119628906,51566400,0.0,0.0
2017-11-20,52.47538524253764,53.11403134142372,52.106553645569726,52.99273681640625,39610000,0.0,0.0
2017-11-21,53.39127894689445,53.59673519793378,53.07195396527176,53.48039245605469,39917600,0.0,0.0
2017-11-22,53.752868078098196,53.752868078098196,52.91313448373595,53.240108489990234,35664000,0.0375,0.0
2017-11-24,53.40359409432909,53.75286476793117,53.15836454967502,53.742958068847656,18075200,0.0,0.0
2017-11-27,53.82965173601637,53.84203794416188,53.012211135033354,53.04441452026367,42289600,0.0,0.0
2017-11-28,53.096439282492334,53.19056615641551,51.582936753050596,52.19477844238281,51275200,0.0,0.0
2017-11-29,52.02137932044825,52.0486274687567,47.36940338744779,48.65501403808594,139678800,0.0,0.0
2017-11-30,49.34365018232936,50.20567676087547,48.7119912441894,49.71769332885742,82376800,0.0,0.0
2017-12-01,49.37089960670939,49.5740228808887,47.676570287333526,48.967132568359375,81154800,0.0,0.0
2017-12-04,49.55419746442801,49.616124728497596,45.70232088335193,46.23737335205078,124084400,0.0,0.0
2017-12-05,45.182132587448834,47.73353674922616,44.73130404819452,46.50490188598633,98148800,0.0,0.0
2017-12-06,45.999576396356694,47.099405340136386,45.78654643175305,46.88142013549805,46703200,0.0,0.0
2017-12-07,47.550235808676725,47.95647854141484,47.094448237033035,47.55766677856445,54260000,0.0,0.0
2017-12-08,48.058039187796936,48.24877624541483,47.34959103924263,47.433815002441406,46687600,0.0,0.0
2017-12-11,47.5750024648715,48.248771424698376,47.416468814308736,48.21904754638672,37274800,0.0,0.0
2017-12-12,47.78306898364696,48.01591606982476,47.037466185765474,47.272789001464844,45501600,0.0,0.0
2017-12-13,47.684000141130284,47.69638635166055,46.044167163975736,46.11847686767578,55428000,0.0,0.0
2017-12-14,46.05407448838518,46.90123913970808,45.72710044845358,46.19031524658203,43816400,0.0,0.0
2017-12-15,46.631225069849826,47.65426457704774,45.97974910902521,47.451141357421875,67003600,0.0,0.0
2017-12-18,47.85739359640301,49.05135317868229,47.56014345575267,49.02162551879883,47770400,0.0,0.0
2017-12-19,48.927498707963444,48.979515498287356,48.29336406574408,48.57822799682617,37310000,0.0,0.0
2017-12-20,48.9720744936065,49.06372940496431,48.1917925607068,48.74913787841797,28882000,0.0,0.0
2017-12-21,48.78382268489384,49.034007473780804,48.439507244068686,48.52372741699219,30090400,0.0,0.0
2017-12-22,48.154634461634224,48.46427075261629,47.37435252025538,48.37014389038086,46627600,0.0,0.0
2017-12-26,47.81527885099603,48.98446589949726,47.51555300942861,48.907676696777344,35508000,0.0,0.0
2017-12-27,48.77390729739456,49.53437584627876,48.627759874428115,48.840789794921875,32948800,0.0,0.0
2017-12-28,49.07860027427066,49.3882366182415,48.835842659184344,48.897769927978516,24024800,0.0,0.0
2017-12-29,49.16034413615779,49.16034413615779,47.93170547485351,47.931705474853516,27996400,0.0,0.0
2018-01-02,48.49648275083585,49.41796081886,48.17941543492867,49.38080596923828,35561600,0.0,0.0
2018-01-03,50.55741395681109,52.935418349776555,50.4707142854065,52.6307373046875,91470400,0.0,0.0
2018-01-04,53.44570462066177,54.01296047618048,52.68523978336993,52.90817642211914,58326800,0.0,0.0
2018-01-05,53.056807187523525,53.7305761714711,52.28643181586423,53.35653305053711,58012400,0.0,0.0
2018-01-08,54.59507709561148,55.73454032073149,54.144248557148806,54.99141311645508,88121600,0.0,0.0
2018-01-09,55.045901653422085,55.442237618390074,54.15910286110461,54.97654342651367,49700000,0.0,0.0
2018-01-10,54.050121349159056,55.44224897085247,53.505162120546075,55.40756607055664,58266400,0.0,0.0
2018-01-11,55.73453707845536,56.049128634958784,55.29113953545023,55.50664520263672,40603200,0.0,0.0
2018-01-12,55.387747379216094,55.732062821745515,54.8279224840636,55.23416519165039,35991600,0.0,0.0
2018-01-16,55.4992211632665,56.35629247936924,53.67608214933256,54.52324676513672,70234800,0.0,0.0
2018-01-17,54.66939622074471,55.764269961271786,53.72810090878643,55.66518783569336,53840800,0.0,0.0
2018-01-18,55.4719706582635,56.140784402379985,55.1598548058661,55.5958251953125,40863200,0.0,0.0
2018-01-19,56.49995473853144,57.243081867897075,56.22995278866621,57.000328063964844,60938000,0.0,0.0
2018-01-22,57.079596784049926,57.90446840601013,56.502438001407,57.88713073730469,55094400,0.0,0.0
2018-01-23,58.42217908783133,59.408060017005596,58.23639730626698,59.18016815185547,47522800,0.0,0.0
2018-01-24,59.21237647869262,59.571557666414044,57.85245605636797,58.4098014831543,57997200,0.0,0.0
2018-01-25,58.95475803053875,59.38824889841036,58.39741262898954,58.54603958129883,40988400,0.0,0.0
2018-01-26,58.98448514219768,60.27752684704606,58.85567914152587,60.27505111694336,51635600,0.0,0.0
2018-01-29,60.12890344496382,61.4590999951587,59.60128189500245,61.14698791503906,45511600,0.0,0.0
2018-01-30,59.725135380572496,61.040469967502546,59.056321632272194,60.12394714355469,57083200,0.0,0.0
2018-01-31,60.87945944162575,61.74644119017742,60.55248165361084,60.88689041137695,47857600,0.0,0.0
2018-02-01,59.08357270877894,61.15937229531688,58.96962486525025,59.57403564453125,51922400,0.0,0.0
2018-02-02,58.70705450096697,58.947332621345964,57.26291004849243,57.845027923583984,71846400,0.0,0.0
2018-02-05,56.229960075809835,57.77318655612696,50.78036042088553,52.935428619384766,116520400,0.0,0.0
2018-02-06,50.63173540948242,55.907939670447014,50.53265328748166,55.87821578979492,111480000,0.0,0.0
2018-02-07,56.869047423495495,58.20419912859956,56.15564410894596,56.67583465576172,80293200,0.0,0.0
2018-02-08,57.934200189397636,58.266129445732794,53.87920002510596,53.88167953491211,114400000,0.0,0.0
2018-02-09,59.016687767655874,59.175221426209376,53.88167964477229,57.48832321166992,167460400,0.0,0.0
2018-02-12,58.30079988224198,58.330523757564265,55.74196504210889,56.48509216308594,109317200,0.0,0.0
2018-02-13,56.12096174775679,58.08777220897253,55.796463497104746,57.62455749511719,62552400,0.0,0.0
2018-02-14,57.220786548172036,60.091733329750106,57.10931823941578,59.80191421508789,74498800,0.0,0.0
2018-02-15,60.63669950263003,61.523498396385406,59.82669359292296,61.06028366088867,69890000,0.0,0.0
2018-02-16,60.78780801455936,61.92727131872008,60.30973129425437,60.40138244628906,63765600,0.0,0.0
2018-02-20,60.62679068547358,62.39047793226141,60.58963583944189,61.699371337890625,68624000,0.0,0.0
2018-02-21,62.34589915829147,62.41525739854399,59.787063899772086,59.82421875,89229200,0.0,0.0
2018-02-22,60.16377669071329,60.88258156151608,59.363180369351554,60.020015716552734,53436400,0.0375,0.0
2018-02-23,60.61985726888295,60.95694732666015,60.111737349527544,60.956947326660156,41530000,0.0,0.0
2018-02-26,61.42046573920532,61.465079273668515,60.49345655265037,61.118072509765625,46931200,0.0,0.0
